transaction_id,transaction_date,store_location,transaction_qty,unit_price,Total_Bill,product_category,product_type,Size,Month Name,Day Name,Hour,Month,Day of Week,Day_time,Day_Type
132944,2023-06-16 18:16:21,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Friday,18,6,4,Evening,Weekend
133226,2023-06-17 07:44:27,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Saturday,7,6,5,Morning,Weekend
133498,2023-06-17 09:47:36,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Saturday,9,6,5,Morning,Weekend
133501,2023-06-17 09:49:01,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Saturday,9,6,5,Morning,Weekend
134681,2023-06-18 09:54:47,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Sunday,9,6,6,Morning,Weekday
134944,2023-06-18 11:39:57,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Sunday,11,6,6,Morning,Weekday
136005,2023-06-19 09:44:36,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Monday,9,6,0,Morning,Weekday
136490,2023-06-19 15:00:09,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Monday,15,6,0,Afternoon,Weekday
136546,2023-06-19 15:54:25,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Monday,15,6,0,Afternoon,Weekday
136570,2023-06-19 16:24:10,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Monday,16,6,0,Evening,Weekday
136982,2023-06-20 08:34:24,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,8,6,1,Morning,Weekday
137062,2023-06-20 08:56:02,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,8,6,1,Morning,Weekday
137164,2023-06-20 09:20:53,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,9,6,1,Morning,Weekday
137348,2023-06-20 10:16:11,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,10,6,1,Morning,Weekday
137377,2023-06-20 10:25:13,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,10,6,1,Morning,Weekday
137478,2023-06-20 10:53:45,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,10,6,1,Morning,Weekday
137507,2023-06-20 11:25:36,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,11,6,1,Morning,Weekday
137630,2023-06-20 14:18:59,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,14,6,1,Afternoon,Weekday
137676,2023-06-20 14:54:24,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,14,6,1,Afternoon,Weekday
137808,2023-06-20 17:06:53,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,17,6,1,Evening,Weekday
137887,2023-06-20 19:10:06,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,19,6,1,Evening,Weekday
137890,2023-06-20 19:13:31,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,19,6,1,Evening,Weekday
138130,2023-06-21 08:30:02,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Wednesday,8,6,2,Morning,Weekday
138516,2023-06-21 10:20:10,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Wednesday,10,6,2,Morning,Weekday
139326,2023-06-22 08:19:40,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Thursday,8,6,3,Morning,Weekday
139646,2023-06-22 11:01:47,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Thursday,11,6,3,Morning,Weekday
139657,2023-06-22 11:11:44,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Thursday,11,6,3,Morning,Weekday
139882,2023-06-22 14:11:19,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Thursday,14,6,3,Afternoon,Weekday
140432,2023-06-23 07:49:50,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Friday,7,6,4,Morning,Weekend
140670,2023-06-23 09:43:22,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Friday,9,6,4,Morning,Weekend
140896,2023-06-23 11:48:23,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Friday,11,6,4,Morning,Weekend
140903,2023-06-23 11:53:23,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Friday,11,6,4,Morning,Weekend
140941,2023-06-23 12:33:47,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Friday,12,6,4,Afternoon,Weekend
140943,2023-06-23 12:35:32,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Friday,12,6,4,Afternoon,Weekend
141121,2023-06-23 15:09:25,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Friday,15,6,4,Afternoon,Weekend
141218,2023-06-23 16:40:06,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Friday,16,6,4,Evening,Weekend
141223,2023-06-23 16:45:46,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Friday,16,6,4,Evening,Weekend
141234,2023-06-23 16:57:42,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Friday,16,6,4,Evening,Weekend
141253,2023-06-23 17:11:50,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Friday,17,6,4,Evening,Weekend
141805,2023-06-24 09:42:37,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Saturday,9,6,5,Morning,Weekend
142115,2023-06-24 12:39:12,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Saturday,12,6,5,Afternoon,Weekend
142390,2023-06-24 16:04:51,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Saturday,16,6,5,Evening,Weekend
142439,2023-06-24 16:47:14,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Saturday,16,6,5,Evening,Weekend
142627,2023-06-24 19:53:00,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Saturday,19,6,5,Evening,Weekend
142838,2023-06-25 08:05:31,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Sunday,8,6,6,Morning,Weekday
143066,2023-06-25 09:47:54,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Sunday,9,6,6,Morning,Weekday
143650,2023-06-25 17:06:33,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Sunday,17,6,6,Evening,Weekday
143877,2023-06-26 07:00:31,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Monday,7,6,0,Morning,Weekday
144397,2023-06-26 10:52:25,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Monday,10,6,0,Morning,Weekday
144441,2023-06-26 11:26:52,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Monday,11,6,0,Morning,Weekday
144702,2023-06-26 15:09:55,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Monday,15,6,0,Afternoon,Weekday
144729,2023-06-26 15:35:11,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Monday,15,6,0,Afternoon,Weekday
144749,2023-06-26 16:00:05,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Monday,16,6,0,Evening,Weekday
144919,2023-06-26 18:18:17,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Monday,18,6,0,Evening,Weekday
145152,2023-06-27 08:20:25,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,8,6,1,Morning,Weekday
145422,2023-06-27 09:52:13,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,9,6,1,Morning,Weekday
146224,2023-06-27 19:14:03,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Tuesday,19,6,1,Evening,Weekday
146341,2023-06-28 07:58:34,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Wednesday,7,6,2,Morning,Weekday
146862,2023-06-28 13:56:44,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Wednesday,13,6,2,Afternoon,Weekday
146884,2023-06-28 14:08:22,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Wednesday,14,6,2,Afternoon,Weekday
146896,2023-06-28 14:18:25,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Wednesday,14,6,2,Afternoon,Weekday
146939,2023-06-28 14:46:23,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Wednesday,14,6,2,Afternoon,Weekday
147089,2023-06-28 16:23:47,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Wednesday,16,6,2,Evening,Weekday
147209,2023-06-28 17:48:47,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Wednesday,17,6,2,Evening,Weekday
147482,2023-06-29 09:03:37,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Thursday,9,6,3,Morning,Weekday
147520,2023-06-29 09:31:21,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Thursday,9,6,3,Morning,Weekday
147792,2023-06-29 12:58:51,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Thursday,12,6,3,Afternoon,Weekday
148043,2023-06-29 16:05:03,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Thursday,16,6,3,Evening,Weekday
149421,2023-06-30 19:17:53,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,June,Friday,19,6,4,Evening,Weekend
80666,2023-05-01 11:33:29,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Monday,11,5,0,Morning,Weekday
81671,2023-05-02 11:18:24,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Tuesday,11,5,1,Morning,Weekday
82476,2023-05-02 19:39:47,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Tuesday,19,5,1,Evening,Weekday
82865,2023-05-03 12:24:57,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Wednesday,12,5,2,Afternoon,Weekday
82883,2023-05-03 12:42:55,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Wednesday,12,5,2,Afternoon,Weekday
82886,2023-05-03 12:44:17,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Wednesday,12,5,2,Afternoon,Weekday
83495,2023-05-03 18:57:29,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Wednesday,18,5,2,Evening,Weekday
83840,2023-05-04 11:59:23,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Thursday,11,5,3,Morning,Weekday
84042,2023-05-04 13:57:40,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Thursday,13,5,3,Afternoon,Weekday
84105,2023-05-04 14:31:43,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Thursday,14,5,3,Afternoon,Weekday
84443,2023-05-04 17:53:30,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Thursday,17,5,3,Evening,Weekday
84461,2023-05-04 18:05:27,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Thursday,18,5,3,Evening,Weekday
84864,2023-05-05 11:24:27,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Friday,11,5,4,Morning,Weekend
84926,2023-05-05 12:01:03,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Friday,12,5,4,Afternoon,Weekend
85147,2023-05-05 14:19:59,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Friday,14,5,4,Afternoon,Weekend
85189,2023-05-05 14:42:16,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Friday,14,5,4,Afternoon,Weekend
85396,2023-05-05 16:52:40,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Friday,16,5,4,Evening,Weekend
85657,2023-05-05 19:51:09,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Friday,19,5,4,Evening,Weekend
86066,2023-05-06 13:32:35,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Saturday,13,5,5,Afternoon,Weekend
87333,2023-05-07 12:01:18,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Sunday,12,5,6,Afternoon,Weekday
87517,2023-05-07 16:17:25,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Sunday,16,5,6,Evening,Weekday
87601,2023-05-07 18:07:09,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Sunday,18,5,6,Evening,Weekday
88248,2023-05-08 10:42:48,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Monday,10,5,0,Morning,Weekday
88313,2023-05-08 11:09:47,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Monday,11,5,0,Morning,Weekday
88392,2023-05-08 12:09:57,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Monday,12,5,0,Afternoon,Weekday
88459,2023-05-08 13:13:25,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Monday,13,5,0,Afternoon,Weekday
88592,2023-05-08 15:00:40,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Monday,15,5,0,Afternoon,Weekday
88721,2023-05-08 16:58:47,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Monday,16,5,0,Evening,Weekday
88884,2023-05-08 19:54:56,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Monday,19,5,0,Evening,Weekday
89168,2023-05-09 08:39:35,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Tuesday,8,5,1,Morning,Weekday
89201,2023-05-09 08:55:36,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Tuesday,8,5,1,Morning,Weekday
89296,2023-05-09 09:32:40,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Tuesday,9,5,1,Morning,Weekday
89621,2023-05-09 12:04:39,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Tuesday,12,5,1,Afternoon,Weekday
90139,2023-05-10 07:24:26,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Wednesday,7,5,2,Morning,Weekday
90480,2023-05-10 09:37:38,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Wednesday,9,5,2,Morning,Weekday
90883,2023-05-10 14:03:46,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Wednesday,14,5,2,Afternoon,Weekday
91547,2023-05-11 09:10:48,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Thursday,9,5,3,Morning,Weekday
91589,2023-05-11 09:32:07,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Thursday,9,5,3,Morning,Weekday
92137,2023-05-11 17:34:29,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Thursday,17,5,3,Evening,Weekday
92201,2023-05-11 19:17:53,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Thursday,19,5,3,Evening,Weekday
93940,2023-05-13 10:56:47,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Saturday,10,5,5,Morning,Weekend
94229,2023-05-13 16:14:54,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Saturday,16,5,5,Evening,Weekend
94304,2023-05-13 17:45:45,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Saturday,17,5,5,Evening,Weekend
94563,2023-05-14 08:30:02,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Sunday,8,5,6,Morning,Weekday
95249,2023-05-14 14:16:04,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Sunday,14,5,6,Afternoon,Weekday
95638,2023-05-15 07:39:31,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Monday,7,5,0,Morning,Weekday
95935,2023-05-15 09:32:07,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Monday,9,5,0,Morning,Weekday
96150,2023-05-15 10:45:52,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Monday,10,5,0,Morning,Weekday
96416,2023-05-15 15:00:09,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Monday,15,5,0,Afternoon,Weekday
96458,2023-05-15 15:54:25,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Monday,15,5,0,Afternoon,Weekday
97523,2023-05-16 13:33:56,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Tuesday,13,5,1,Afternoon,Weekday
97759,2023-05-16 17:39:04,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Tuesday,17,5,1,Evening,Weekday
98266,2023-05-17 09:26:25,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Wednesday,9,5,2,Morning,Weekday
98318,2023-05-17 09:47:36,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Wednesday,9,5,2,Morning,Weekday
98321,2023-05-17 09:49:01,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Wednesday,9,5,2,Morning,Weekday
99379,2023-05-18 09:54:47,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Thursday,9,5,3,Morning,Weekday
99628,2023-05-18 11:39:57,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Thursday,11,5,3,Morning,Weekday
99775,2023-05-18 14:08:07,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Thursday,14,5,3,Afternoon,Weekday
100005,2023-05-18 18:10:19,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Thursday,18,5,3,Evening,Weekday
100263,2023-05-19 07:39:31,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Friday,7,5,4,Morning,Weekend
100580,2023-05-19 09:32:07,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Friday,9,5,4,Morning,Weekend
100602,2023-05-19 09:44:36,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Friday,9,5,4,Morning,Weekend
100790,2023-05-19 10:45:52,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Friday,10,5,4,Morning,Weekend
101094,2023-05-19 15:54:25,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Friday,15,5,4,Afternoon,Weekend
101452,2023-05-20 08:21:01,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Saturday,8,5,5,Morning,Weekend
101509,2023-05-20 08:34:24,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Saturday,8,5,5,Morning,Weekend
101687,2023-05-20 09:20:53,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Saturday,9,5,5,Morning,Weekend
101725,2023-05-20 09:29:37,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Saturday,9,5,5,Morning,Weekend
101903,2023-05-20 10:25:13,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Saturday,10,5,5,Morning,Weekend
101940,2023-05-20 10:36:00,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Saturday,10,5,5,Morning,Weekend
101988,2023-05-20 10:53:45,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Saturday,10,5,5,Morning,Weekend
102011,2023-05-20 11:25:36,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Saturday,11,5,5,Morning,Weekend
102170,2023-05-20 14:54:24,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Saturday,14,5,5,Afternoon,Weekend
102381,2023-05-20 19:13:31,Astoria,1,3.0,3.0,Tea,Brewed herbal tea,Large,May,Saturday,19,5,5,Evening,Weekend
